"gene_id"	"hgnc_symbol"	"chromosome_name"	"start_position"	"end_position"	"strand"	"entrezgene_id"
"ENSG00000006740"	"ARHGAP44"	"17"	12692856	12894960	"+"	9912
"ENSG00000164171"	"ITGA2"	"5"	52285156	52390609	"+"	3673
"ENSG00000162510"	"MATN1"	"1"	31184124	31196434	"-"	4146
"ENSG00000172232"	"AZU1"	"19"	825097	832017	"+"	566
"ENSG00000149600"	"COMMD7"	"20"	31290493	31331803	"-"	149951
"ENSG00000120727"	"PAIP2"	"5"	138677276	138705406	"+"	51247
"ENSG00000158164"	"TMSB15A"	"X"	101768604	101771712	"-"	286527
"ENSG00000158164"	"TMSB15A"	"X"	101768604	101771712	"-"	11013
"ENSG00000263160"	"TMEM50B"	"HSCHR21_4_CTG1_1"	34804792	34861875	"-"	757
"ENSG00000100412"	"ACO2"	"22"	41865129	41924993	"+"	50
"ENSG00000108417"	"KRT37"	"17"	39577005	39580775	"-"	8688
"ENSG00000183049"	"CAMK1D"	"10"	12391481	12877545	"+"	57118
"ENSG00000164690"	"SHH"	"7"	155592680	155604967	"-"	6469
"ENSG00000163312"	"HELQ"	"4"	84328496	84377009	"-"	113510
"ENSG00000143669"	"LYST"	"1"	235824341	236046940	"-"	1130
"ENSG00000232258"	"TMEM114"	"16"	8619502	8622304	"-"	283953
"ENSG00000169291"	"SHE"	"1"	154442248	154474589	"-"	126669
"ENSG00000196646"	"ZNF136"	"19"	12273879	12300064	"+"	7695
"ENSG00000258890"	"CEP95"	"17"	62502706	62538579	"+"	90799
"ENSG00000171360"	"KRT38"	"17"	39592698	39597173	"-"	8687
"ENSG00000168830"	"HTR1E"	"6"	87647024	87726349	"+"	3354
"ENSG00000162511"	"LAPTM5"	"1"	31205316	31230667	"-"	7805
"ENSG00000244291"	"C7orf13"	"7"	156431057	156433348	"-"	NA
"ENSG00000196415"	"PRTN3"	"19"	840963	848175	"+"	5657
"ENSG00000148408"	"CACNA1B"	"9"	140772241	141019076	"+"	774
"ENSG00000135346"	"CGA"	"6"	87795216	87804824	"-"	1081
"ENSG00000140873"	"ADAMTS18"	"16"	77281710	77469011	"-"	170692
"ENSG00000262911"	"DNAJC28"	"HSCHR21_4_CTG1_1"	34870054	34873585	"-"	54943
"ENSG00000125962"	"ARMCX5"	"X"	101854096	101859087	"+"	64860
"ENSG00000162512"	"SDC3"	"1"	31342314	31381608	"-"	9672
"ENSG00000170482"	"SLC23A1"	"5"	138702885	138720242	"-"	9963
"ENSG00000197857"	"ZNF44"	"19"	12335501	12405702	"-"	101060181
"ENSG00000197857"	"ZNF44"	"19"	12335501	12405702	"-"	51710
"ENSG00000132321"	"IQCA1"	"2"	237232794	237416185	"-"	79781
"ENSG00000127824"	"TUBA4A"	"2"	220114433	220142892	"-"	7277
"ENSG00000104765"	"BNIP3L"	"8"	26240414	26363152	"+"	665
"ENSG00000170516"	"COX7B2"	"4"	46736844	46911252	"-"	170712
"ENSG00000231852"	"CYP21A2"	"6"	32006042	32009447	"+"	1589
"ENSG00000228836"	"CT45A4"	"X"	134928331	134953994	"-"	101060210
"ENSG00000228836"	"CT45A4"	"X"	134928331	134953994	"-"	728911
"ENSG00000228836"	"CT45A4"	"X"	134928331	134953994	"-"	541465
"ENSG00000228836"	"CT45A4"	"X"	134928331	134953994	"-"	441520
"ENSG00000067365"	"METTL22"	"16"	8715540	8740081	"+"	79091
"ENSG00000092036"	"HAUS4"	"14"	23415437	23426370	"-"	100616424
"ENSG00000092036"	"HAUS4"	"14"	23415437	23426370	"-"	54930
"ENSG00000105982"	"RNF32"	"7"	156432975	156469824	"+"	140545
"ENSG00000172680"	"MOS"	"8"	57025501	57026541	"-"	4342
"ENSG00000262473"	"GART"	"HSCHR21_4_CTG1_1"	34880498	34925355	"-"	2618
"ENSG00000188868"	"ZNF563"	"19"	12428291	12444534	"-"	147837
"ENSG00000072422"	"RHOBTB1"	"10"	62629196	62761198	"-"	9886
"ENSG00000111144"	"LTA4H"	"12"	96394606	96437298	"-"	101928830
"ENSG00000111144"	"LTA4H"	"12"	96394606	96437298	"-"	4048
"ENSG00000181690"	"PLAG1"	"8"	57073463	57123883	"-"	5324
"ENSG00000163239"	"TDRD10"	"1"	154474695	154520623	"+"	126668
"ENSG00000198342"	"ZNF442"	"19"	12460185	12476719	"-"	79973
"ENSG00000100413"	"POLR3H"	"22"	41921808	41940610	"-"	171568
"ENSG00000169379"	"ARL13B"	"3"	93698983	93774512	"+"	200894
"ENSG00000153487"	"ING1"	"13"	111365083	111373421	"+"	3621
"ENSG00000155097"	"ATP6V1C1"	"8"	104033291	104085279	"+"	528
"ENSG00000109158"	"GABRA4"	"4"	46920917	46996424	"-"	2557
"ENSG00000188994"	"ZNF292"	"6"	87862551	87973914	"+"	23036
"ENSG00000155659"	"VSIG4"	"X"	65241580	65259967	"-"	11326
"ENSG00000153975"	"ZUFSP"	"6"	116956781	116989957	"-"	221302
"ENSG00000140807"	"NKD1"	"16"	50582241	50670647	"+"	85407
"ENSG00000070495"	"JMJD6"	"17"	74708919	74722866	"-"	23210
"ENSG00000075142"	"SRI"	"7"	87834433	87856308	"-"	6717
"ENSG00000123358"	"NR4A1"	"12"	52416616	52453291	"+"	3164
"ENSG00000126254"	"RBM42"	"19"	36119932	36128588	"+"	79171
"ENSG00000197561"	"ELANE"	"19"	851014	856242	"+"	1991
"ENSG00000068489"	"PRR11"	"17"	57232860	57282066	"+"	55771
"ENSG00000255874"	"LINC00346"	"13"	111521578	111522162	"-"	NA
"ENSG00000168216"	"LMBRD1"	"6"	70385694	70507003	"-"	55788
"ENSG00000236939"	"C8orf56"	"8"	104145191	104153703	"-"	NA
"ENSG00000116962"	"NID1"	"1"	236139130	236228462	"-"	4811
"ENSG00000234101"	"OR2W1"	"HSCHR6_MHC_COX"	29008603	29009630	"-"	26692
"ENSG00000197766"	"CFD"	"19"	859453	863453	"+"	1675
"ENSG00000164929"	"BAALC"	"8"	104152938	104242533	"+"	79870
"ENSG00000088448"	"ANKRD10"	"13"	111530887	111567416	"-"	55608
"ENSG00000105053"	"VRK3"	"19"	50479724	50529203	"-"	51231
"ENSG00000136720"	"HS6ST1"	"2"	128994290	129076151	"-"	9394
"ENSG00000113194"	"FAF2"	"5"	175874629	175937075	"+"	23197
"ENSG00000135446"	"CDK4"	"12"	58141510	58149796	"-"	1019
"ENSG00000196466"	"ZNF799"	"19"	12500830	12512085	"-"	90576
"ENSG00000233180"	"OR2B3"	"HSCHR6_MHC_COX"	29050654	29051759	"-"	442184
"ENSG00000088305"	"DNMT3B"	"20"	31350191	31397162	"+"	1789
"ENSG00000156049"	"GNA14"	"9"	80037995	80263223	"-"	9630
"ENSG00000235291"	"PPP1R10"	"HSCHR6_MHC_MCF"	30646635	30664848	"-"	5514
"ENSG00000142875"	"PRKACB"	"1"	84543745	84704181	"+"	5567
"ENSG00000170791"	"CHCHD7"	"8"	57124245	57131357	"+"	79145
"ENSG00000166348"	"USP54"	"10"	75257296	75385711	"-"	159195
"ENSG00000187546"	"AGMO"	"7"	15239943	15601640	"-"	392636
"ENSG00000240694"	"PNMA2"	"8"	26362202	26371608	"-"	10687
"ENSG00000108759"	"KRT32"	"17"	39616063	39623681	"-"	3882
"ENSG00000180855"	"ZNF443"	"19"	12540521	12551926	"-"	10224
"ENSG00000242284"	"CT45A5"	"X"	134945598	134953994	"-"	541465
"ENSG00000242284"	"CT45A5"	"X"	134945598	134953994	"-"	441521
"ENSG00000095587"	"TLL2"	"10"	98124363	98273675	"-"	7093
"ENSG00000166126"	"AMN"	"14"	103388993	103399933	"+"	81693
"ENSG00000167842"	"MIS12"	"17"	5389605	5394134	"+"	79003
"ENSG00000140876"	"NUDT7"	"16"	77756411	77776157	"+"	283927
"ENSG00000169710"	"FASN"	"17"	80036214	80056208	"-"	2194
"ENSG00000156052"	"GNAQ"	"9"	80331003	80646374	"-"	2776
"ENSG00000216560"	"LINC00955"	"4"	3578596	3592438	"+"	NA
"ENSG00000167208"	"SNX20"	"16"	50700211	50715264	"-"	124460
"ENSG00000266027"	"MSH5-SAPCD1"	"HSCHR6_MHC_DBB"	31689974	31714813	"+"	401251
"ENSG00000196911"	"KPNA5"	"6"	117002350	117063029	"+"	3841
"ENSG00000128789"	"PSMG2"	"18"	12658737	12725739	"+"	56984
"ENSG00000184160"	"ADRA2C"	"4"	3768075	3770251	"+"	152
"ENSG00000077585"	"GPR137B"	"1"	236305832	236385165	"+"	7107
"ENSG00000151093"	"OXSM"	"3"	25824408	25836025	"+"	54995
"ENSG00000132300"	"PTCD3"	"2"	86333305	86369280	"+"	55037
"ENSG00000166598"	"HSP90B1"	"12"	104323885	104347423	"+"	100500842
"ENSG00000166598"	"HSP90B1"	"12"	104323885	104347423	"+"	7184
"ENSG00000163319"	"MRPS18C"	"4"	84377085	84390888	"+"	51023
"ENSG00000128609"	"NDUFA5"	"7"	123177051	123198309	"-"	4698
"ENSG00000100678"	"SLC8A3"	"14"	70510934	70655787	"-"	6547
"ENSG00000172346"	"CSDC2"	"22"	41956767	41973745	"+"	27254
"ENSG00000105672"	"ETV2"	"19"	36132647	36135773	"+"	2116
"ENSG00000222014"	"RAB6C"	"2"	130737235	130740311	"+"	150786
"ENSG00000222014"	"RAB6C"	"2"	130737235	130740311	"+"	84084
"ENSG00000242852"	"ZNF709"	"19"	12571998	12624668	"-"	163051
"ENSG00000160714"	"UBE2Q1"	"1"	154521053	154531504	"-"	55585
"ENSG00000170476"	"MZB1"	"5"	138723169	138725770	"-"	51237
"ENSG00000234549"	"ATAT1"	"HSCHR6_MHC_SSTO"	30586040	30606022	"+"	79969
"ENSG00000135924"	"DNAJB2"	"2"	220143989	220151622	"+"	3300
"ENSG00000106511"	"MEOX2"	"7"	15650837	15726437	"-"	4223
"ENSG00000092964"	"DPYSL2"	"8"	26371791	26515694	"+"	1808
"ENSG00000163762"	"TM4SF18"	"3"	149036285	149052201	"-"	116441
"ENSG00000198932"	"GPRASP1"	"X"	101906294	101914011	"+"	9737
"ENSG00000100417"	"PMM1"	"22"	41972898	41985894	"-"	5372
"ENSG00000171724"	"VAT1L"	"16"	77822427	78014004	"+"	57687
"ENSG00000214960"	"ISPD"	"7"	16130817	16460947	"-"	729920
"ENSG00000175221"	"MED16"	"19"	867962	893218	"-"	10025
"ENSG00000169087"	"HSPBAP1"	"3"	122458846	122512671	"-"	79663
"ENSG00000227074"	"SAPCD1"	"HSCHR6_MHC_DBB"	31712761	31714813	"+"	401251
"ENSG00000196604"	"POTEF"	"2"	130831108	130886795	"-"	728378
"ENSG00000146083"	"RNF44"	"5"	175953698	175965026	"-"	22838
"ENSG00000086619"	"ERO1LB"	"1"	236378855	236445319	"-"	56605
"ENSG00000148019"	"CEP78"	"9"	80850978	80894606	"+"	84131
"ENSG00000167207"	"NOD2"	"16"	50727514	50766988	"+"	64127
"ENSG00000230891"	"LINC00692"	"3"	25900024	25915191	"-"	NA
"ENSG00000164930"	"FZD6"	"8"	104310661	104345094	"+"	8323
"ENSG00000163288"	"GABRB1"	"4"	46995740	47428461	"+"	2560
"ENSG00000169908"	"TM4SF1"	"3"	149086809	149095652	"-"	4071
"ENSG00000126267"	"COX6B1"	"19"	36139125	36149763	"+"	1340
"ENSG00000164151"	"KIAA0947"	"5"	5420777	5490347	"+"	23379
"ENSG00000179796"	"LRRC3B"	"3"	26664297	26752267	"+"	116135
"ENSG00000203943"	"SAMD13"	"1"	84764049	84855640	"+"	148418
"ENSG00000067057"	"PFKP"	"10"	3108525	3179904	"+"	5214
"ENSG00000163982"	"OTOP1"	"4"	4190530	4228616	"-"	133060
"ENSG00000013588"	"GPRC5A"	"12"	13043716	13070871	"+"	9052
"ENSG00000139266"	"MARCH9"	"12"	58148881	58154190	"+"	92979
"ENSG00000134644"	"PUM1"	"1"	31404353	31538838	"-"	9698
"ENSG00000229861"	"MRPS18B"	"HSCHR6_MHC_MCF"	30663945	30672631	"+"	28973
"ENSG00000171680"	"PLEKHG5"	"1"	6526152	6580121	"-"	57449
"ENSG00000135363"	"LMO2"	"11"	33880122	33913836	"-"	4005
"ENSG00000144476"	"ACKR3"	"2"	237476430	237491001	"+"	57007
"ENSG00000166509"	"CLEC3A"	"16"	78056412	78100658	"+"	10143
"ENSG00000164411"	"GJB7"	"6"	87992696	88038996	"-"	375519
"ENSG00000171243"	"SOSTDC1"	"7"	16501106	16570205	"-"	25928
"ENSG00000132406"	"TMEM128"	"4"	4237269	4249950	"-"	85013
"ENSG00000169903"	"TM4SF4"	"3"	149191761	149221068	"+"	7104
"ENSG00000111291"	"GPRC5D"	"12"	13093709	13105081	"-"	55507
"ENSG00000158301"	"GPRASP2"	"X"	101967104	101973607	"+"	100528062
"ENSG00000158301"	"GPRASP2"	"X"	101967104	101973607	"+"	114928
"ENSG00000111850"	"SMIM8"	"6"	88032301	88052043	"+"	57150
"ENSG00000105668"	"UPK1A"	"19"	36157715	36169367	"+"	11045
"ENSG00000163322"	"FAM175A"	"4"	84382092	84444501	"-"	84142
"ENSG00000198752"	"CDC42BPB"	"14"	103398716	103523799	"-"	9578
"ENSG00000140506"	"LMAN1L"	"15"	75105057	75118099	"+"	79748
"ENSG00000232178"	"OR2J3"	"HSCHR6_MHC_COX"	29076341	29077276	"+"	442186
"ENSG00000013583"	"HEBP1"	"12"	13127798	13153207	"-"	50865
"ENSG00000156395"	"SORCS3"	"10"	106400859	107024993	"+"	22986
"ENSG00000091592"	"NLRP1"	"17"	5402747	5522744	"-"	22861
"ENSG00000181038"	"METTL23"	"17"	74722912	74730018	"+"	124512
"ENSG00000101624"	"CEP76"	"18"	12661832	12702776	"-"	79959
"ENSG00000137976"	"DNASE2B"	"1"	84864215	84880701	"+"	58511
"ENSG00000100418"	"DESI1"	"22"	41994032	42017100	"-"	27351
"ENSG00000169019"	"COMMD8"	"4"	47452885	47465736	"-"	54951
"ENSG00000231676"	"OR2J2"	"HSCHR6_MHC_COX"	29137979	29139019	"+"	26707
"ENSG00000186197"	"EDARADD"	"1"	236511562	236648214	"+"	128178
"ENSG00000145220"	"LYAR"	"4"	4269428	4291896	"-"	55646
"ENSG00000196932"	"TMEM26"	"10"	63166401	63213208	"-"	219623
"ENSG00000135069"	"PSAT1"	"9"	80912059	80945009	"+"	29968
"ENSG00000249709"	"ZNF564"	"19"	12636184	12662356	"-"	163050
"ENSG00000225291"	"OR14J1"	"HSCHR6_MHC_COX"	29271118	29272234	"+"	442191
"ENSG00000198612"	"COPS8"	"2"	237993955	238009109	"+"	10920
"ENSG00000084444"	"KIAA1467"	"12"	13197218	13295455	"+"	57613
"ENSG00000197713"	"RPE"	"2"	210867289	210886300	"+"	6120
"ENSG00000019582"	"CD74"	"5"	149781200	149792492	"-"	972
"ENSG00000233046"	"OR5V1"	"HSCHR6_MHC_COX"	29319722	29396318	"-"	81696
"ENSG00000188033"	"ZNF490"	"19"	12688775	12750912	"-"	57474
"ENSG00000226907"	"CT45A6"	"X"	134962849	134971244	"-"	541465
"ENSG00000226907"	"CT45A6"	"X"	134962849	134971244	"-"	441520
"ENSG00000117133"	"RPF1"	"1"	84944942	84963473	"+"	80135
"ENSG00000198908"	"BHLHB9"	"X"	101975616	102008468	"+"	80823
"ENSG00000204576"	"PRR3"	"6"	30524663	30531500	"+"	80742
"ENSG00000167447"	"SMG8"	"17"	57286761	57292608	"+"	55181
"ENSG00000135387"	"CAPRIN1"	"11"	34073230	34122703	"+"	4076
"ENSG00000186153"	"WWOX"	"16"	78133310	79246564	"+"	51741
"ENSG00000213578"	"CPLX3"	"15"	75118888	75124141	"+"	594855
"ENSG00000115267"	"IFIH1"	"2"	163123589	163175213	"-"	64135
"ENSG00000135945"	"REV1"	"2"	100016938	100106497	"-"	51455
"ENSG00000237100"	"C6orf136"	"HSCHR6_MHC_SSTO"	30606238	30612400	"+"	221545
"ENSG00000173875"	"ZNF791"	"19"	12721732	12742735	"+"	163049
"ENSG00000183346"	"C10orf107"	"10"	63422719	63526524	"+"	219621
"ENSG00000105983"	"LMBR1"	"7"	156461646	156685924	"-"	64327
"ENSG00000163491"	"NEK10"	"3"	27151576	27410951	"-"	152110
"ENSG00000174021"	"GNG5"	"1"	84964008	84972248	"-"	2787
"ENSG00000164932"	"CTHRC1"	"8"	104383743	104395225	"+"	115908
"ENSG00000127954"	"STEAP4"	"7"	87905744	87936206	"-"	79689
"ENSG00000183044"	"ABAT"	"16"	8768422	8878432	"+"	18
"ENSG00000102606"	"ARHGEF7"	"13"	111766906	111958084	"+"	8874
"ENSG00000150347"	"ARID5B"	"10"	63661059	63856703	"+"	84159
"ENSG00000203872"	"C6orf163"	"6"	88054567	88075181	"+"	206412
"ENSG00000146809"	"ASB15"	"7"	123207064	123277951	"+"	142685
"ENSG00000145246"	"ATP10D"	"4"	47487305	47595503	"+"	57205
"ENSG00000160716"	"CHRNB2"	"1"	154540257	154552502	"+"	1141
"ENSG00000152076"	"CCDC74B"	"2"	130896860	130902707	"-"	91409
"ENSG00000152076"	"CCDC74B"	"2"	130896860	130902707	"-"	90557
"ENSG00000203871"	"C6orf164"	"6"	88106840	88109467	"+"	NA
"ENSG00000182348"	"ZNF804B"	"7"	88388682	88966346	"+"	219578
"ENSG00000197079"	"KRT35"	"17"	39632941	39637392	"-"	3886
"ENSG00000164933"	"SLC25A32"	"8"	104410863	104427417	"-"	81034
"ENSG00000164645"	"C7orf62"	"7"	88423420	88425035	"-"	219557
"ENSG00000011590"	"ZBTB32"	"19"	36195429	36207940	"+"	27033
"ENSG00000196419"	"XRCC6"	"22"	42017123	42060044	"+"	2547
"ENSG00000188486"	"H2AFX"	"11"	118964564	118966177	"-"	3014
"ENSG00000087077"	"TRIP6"	"7"	100464760	100471076	"+"	102466755
"ENSG00000087077"	"TRIP6"	"7"	100464760	100471076	"+"	7205
"ENSG00000164647"	"STEAP1"	"7"	89783689	89794143	"+"	26872
"ENSG00000162408"	"NOL9"	"1"	6581407	6614595	"-"	79707
"ENSG00000089472"	"HEPH"	"X"	65382391	65488709	"+"	9843
"ENSG00000126337"	"KRT36"	"17"	39642388	39648798	"-"	8689
"ENSG00000117151"	"CTBS"	"1"	85015289	85040163	"-"	1486
"ENSG00000123395"	"C12orf44"	"12"	52463030	52471278	"+"	60673
"ENSG00000232005"	"PBX2"	"HSCHR6_MHC_MANN"	32191945	32197387	"-"	5089
"ENSG00000230048"	"VWA7"	"HSCHR6_MHC_DBB"	31715552	31727293	"-"	80737
"ENSG00000108018"	"SORCS1"	"10"	108333421	108924292	"-"	114815
"ENSG00000153982"	"GDPD1"	"17"	57297828	57353328	"+"	284161
"ENSG00000074276"	"CDHR2"	"5"	175969512	176022975	"+"	54825
"ENSG00000133983"	"COX16"	"14"	70791798	70826448	"-"	51241
"ENSG00000138678"	"AGPAT9"	"4"	84457067	84527028	"+"	84803
"ENSG00000140474"	"ULK3"	"15"	75128457	75135687	"-"	25989
"ENSG00000138463"	"DIRC2"	"3"	122513642	122599986	"+"	84925
"ENSG00000172269"	"DPAGT1"	"11"	118967213	118979041	"-"	1798
"ENSG00000116977"	"LGALS8"	"1"	236681300	236716281	"+"	3964
"ENSG00000135372"	"NAT10"	"11"	34127149	34169217	"+"	55226
"ENSG00000171401"	"KRT13"	"17"	39657233	39661957	"-"	3860
"ENSG00000170786"	"SDR16C5"	"8"	57212569	57233335	"-"	195814
"ENSG00000205858"	"LRRC72"	"7"	16566505	16621193	"+"	100506049
"ENSG00000228672"	"PROB1"	"5"	138727635	138730885	"-"	389333
"ENSG00000139168"	"ZCRB1"	"12"	42705880	42719920	"-"	85437
"ENSG00000077147"	"TM9SF3"	"10"	98277866	98347209	"-"	56889
"ENSG00000111012"	"CYP27B1"	"12"	58156117	58162769	"-"	1594
"ENSG00000180869"	"C1orf180"	"1"	85093913	85100703	"-"	NA
"ENSG00000133398"	"MED10"	"5"	6371994	6378707	"-"	84246
"ENSG00000178750"	"STX19"	"3"	93733213	93747454	"-"	415117
"ENSG00000181433"	"SAGE1"	"X"	134971374	134995220	"+"	55511
"ENSG00000198858"	"R3HDM4"	"19"	896503	913240	"-"	91300
"ENSG00000102128"	"RAB40AL"	"X"	102192200	102193228	"+"	282808
"ENSG00000170807"	"LMOD2"	"7"	123295861	123304344	"+"	442721
"ENSG00000182010"	"RTKN2"	"10"	63942794	64028466	"-"	219790
"ENSG00000106524"	"ANKMY2"	"7"	16639401	16685442	"-"	57037
"ENSG00000178700"	"DHFRL1"	"3"	93766680	93782233	"-"	200895
"ENSG00000111305"	"GSG1"	"12"	13236494	13256619	"-"	83445
"ENSG00000170469"	"SPATA24"	"5"	138732252	138739777	"-"	202051
"ENSG00000175354"	"PTPN2"	"18"	12785477	12929642	"-"	5771
"ENSG00000126246"	"IGFLR1"	"19"	36230058	36233354	"-"	79713
"ENSG00000106299"	"WASL"	"7"	123321989	123389121	"-"	8976
"ENSG00000181195"	"PENK"	"8"	57349233	57359293	"-"	5179
"ENSG00000183807"	"FAM162B"	"6"	117073363	117086886	"-"	221303
"ENSG00000083799"	"CYLD"	"16"	50775961	50835846	"+"	1540
"ENSG00000143891"	"GALM"	"2"	38893052	38968379	"+"	130589
"ENSG00000226171"	"DHX16"	"HSCHR6_MHC_SSTO"	30612310	30632260	"-"	8449
"ENSG00000133169"	"BEX1"	"X"	102317579	102319168	"-"	55859
"ENSG00000164934"	"DCAF13"	"8"	104426942	104455681	"+"	25879
"ENSG00000115271"	"GCA"	"2"	163175350	163228105	"+"	25801
"ENSG00000214530"	"STARD10"	"11"	72465774	72504726	"-"	10809
"ENSG00000106829"	"TLE4"	"9"	82186688	82341658	"+"	7091
"ENSG00000018408"	"WWTR1"	"3"	149235022	149454501	"-"	25937
"ENSG00000172375"	"C2CD2L"	"11"	118972908	118989252	"+"	9854
"ENSG00000130921"	"C12orf65"	"12"	123717463	123742506	"+"	91574
"ENSG00000168826"	"ZBTB49"	"4"	4291924	4323513	"+"	166793
"ENSG00000108854"	"SMURF2"	"17"	62538413	62658186	"-"	64750
"ENSG00000153495"	"TEX29"	"13"	111968531	111996596	"+"	121793
"ENSG00000173612"	"GPRC6A"	"6"	117113248	117150200	"-"	222545
"ENSG00000167767"	"KRT80"	"12"	52562780	52585784	"-"	144501
"ENSG00000054356"	"PTPRN"	"2"	220154345	220174370	"-"	5798
"ENSG00000178573"	"MAF"	"16"	79619740	79634611	"-"	4094
"ENSG00000184857"	"TMEM186"	"16"	8874241	8891505	"-"	25880
"ENSG00000182968"	"SOX1"	"13"	112721913	112726020	"+"	6656
"ENSG00000139174"	"PRICKLE1"	"12"	42852140	42984157	"-"	144165
"ENSG00000160710"	"ADAR"	"1"	154554538	154600475	"-"	103
"ENSG00000175155"	"YPEL2"	"17"	57409050	57479090	"+"	388403
"ENSG00000082293"	"COL19A1"	"6"	70576463	70919679	"+"	1310
"ENSG00000101367"	"MAPRE1"	"20"	31407699	31438211	"+"	22919
"ENSG00000153498"	"SPACA7"	"13"	113030633	113089003	"+"	122258
"ENSG00000185002"	"RFX6"	"6"	117198375	117253326	"+"	222546
"ENSG00000147206"	"NXF3"	"X"	102330738	102348157	"-"	56000
"ENSG00000145198"	"VWA5B2"	"3"	183948217	183960117	"+"	90113
"ENSG00000163623"	"NKX6-1"	"4"	85413140	85419603	"-"	4825
"ENSG00000142528"	"ZNF473"	"19"	50528971	50556671	"+"	25888
"ENSG00000037897"	"METTL1"	"12"	58162254	58166576	"-"	4234
"ENSG00000161265"	"U2AF1L4"	"19"	36233365	36236346	"-"	199746
"ENSG00000215218"	"UBE2QL1"	"5"	6448736	6495022	"+"	134111
"ENSG00000157214"	"STEAP2"	"7"	89796904	89867451	"+"	261729
"ENSG00000215529"	"EFCAB8"	"20"	31446729	31549006	"+"	101928282
"ENSG00000215529"	"EFCAB8"	"20"	31446729	31549006	"+"	388795
"ENSG00000163624"	"CDS1"	"4"	85504132	85572491	"+"	1040
"ENSG00000140650"	"PMM2"	"16"	8882680	8943188	"+"	5373
"ENSG00000170162"	"VGLL2"	"6"	117586721	117594728	"+"	245806
"ENSG00000178694"	"NSUN3"	"3"	93781760	93847389	"+"	63899
"ENSG00000117155"	"SSX2IP"	"1"	85109390	85156486	"-"	117178
"ENSG00000138311"	"ZNF365"	"10"	64133951	64431771	"+"	22891
"ENSG00000236697"	"GPSM3"	"HSCHR6_MHC_MANN"	32197967	32202724	"-"	63940
"ENSG00000120907"	"ADRA1A"	"8"	26605667	26724790	"-"	148
"ENSG00000173662"	"TAS1R1"	"1"	6615241	6639817	"+"	80835
"ENSG00000172273"	"HINFP"	"11"	118992297	119006752	"+"	25988
"ENSG00000162975"	"KCNF1"	"2"	11052063	11054350	"+"	3754
"ENSG00000161652"	"IZUMO2"	"19"	50655805	50666452	"-"	126123
"ENSG00000152315"	"KCNK13"	"14"	90528109	90652201	"+"	56659
"ENSG00000126216"	"TUBGCP3"	"13"	113139325	113242481	"-"	10426
"ENSG00000167098"	"SUN5"	"20"	31571579	31592239	"-"	140732
"ENSG00000150873"	"C2orf50"	"2"	11273179	11286916	"+"	130813
"ENSG00000169446"	"MMGT1"	"X"	135044229	135056222	"-"	93380
"ENSG00000168589"	"DYNLRB2"	"16"	80574631	80584657	"+"	83657
"ENSG00000100764"	"PSMC1"	"14"	90722839	90738968	"+"	5700
"ENSG00000231257"	"ATAT1"	"HSCHR6_MHC_MCF"	30673078	30693061	"+"	79969
"ENSG00000232339"	"NOTCH4"	"HSCHR6_MHC_MANN"	32202044	32231292	"-"	4855
"ENSG00000266134"	"WISP3"	"HG1304_PATCH"	112375275	112392172	"+"	8838
"ENSG00000171346"	"KRT15"	"17"	39669995	39678781	"-"	3866
"ENSG00000037474"	"NSUN2"	"5"	6599352	6633404	"-"	54888
"ENSG00000136261"	"BZW2"	"7"	16685756	16746148	"+"	28969
"ENSG00000213463"	"SYNJ2BP"	"14"	70838148	70883778	"-"	100529257
"ENSG00000213463"	"SYNJ2BP"	"14"	70838148	70883778	"-"	55333
"ENSG00000162976"	"PQLC3"	"2"	11295324	11319000	"+"	130814
"ENSG00000119285"	"HEATR1"	"1"	236712305	236767804	"-"	55127
"ENSG00000170464"	"DNAJC18"	"5"	138744279	138780180	"-"	202052
"ENSG00000104331"	"IMPAD1"	"8"	57870492	57906403	"-"	54928
"ENSG00000204859"	"ZBTB48"	"1"	6640061	6649340	"+"	3104
"ENSG00000078898"	"BPIFB2"	"20"	31595406	31611515	"+"	80341
"ENSG00000168477"	"TNXB"	"6"	32008931	32083111	"-"	7148
"ENSG00000139985"	"ADAM21"	"14"	70918874	70926622	"+"	8747
"ENSG00000084628"	"NKAIN1"	"1"	31652592	31712401	"-"	79570
"ENSG00000269028"	"MTRNR2L12"	"3"	96335981	96337000	"-"	100463486
"ENSG00000198689"	"SLC9A6"	"X"	135067598	135129423	"+"	10479
"ENSG00000134007"	"ADAM20"	"14"	70989075	71001732	"-"	8748
"ENSG00000166446"	"CDYL2"	"16"	80631803	80838226	"-"	124359
"ENSG00000169122"	"FAM110B"	"8"	58907068	59116838	"+"	90362
"ENSG00000104774"	"MAN2B1"	"19"	12757325	12777556	"-"	4125
"ENSG00000204574"	"ABCF1"	"6"	30539153	30564956	"+"	23
"ENSG00000264528"	"TUBE1"	"HG1304_PATCH"	112391980	112408732	"-"	51175
"ENSG00000006744"	"ELAC2"	"17"	12895708	12921504	"-"	60528
"ENSG00000116014"	"KISS1R"	"19"	917287	921015	"+"	84634
"ENSG00000108406"	"DHX40"	"17"	57642886	57685706	"+"	79665
"ENSG00000171517"	"LPAR3"	"1"	85277285	85358896	"-"	23566
"ENSG00000164587"	"RPS14"	"5"	149822753	149829319	"-"	6208
"ENSG00000197595"	"C13orf35"	"13"	113301358	113338811	"+"	400165
